Farm size (litres),Region,Solids profile,Seasonality,Price option,Attribute,Months,Value
"500,000 to 750,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Sep-Nov,52.03976835
"750,000 to 1,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Dec-Feb,7.229182265
"750,000 to 1,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Dec-Feb,58.34456926
"750,000 to 1,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Jul-Aug,7.463288828
"750,000 to 1,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Jul-Aug,57.02231055
"750,000 to 1,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Mar-Jun,7.789609685
"750,000 to 1,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Mar-Jun,64.0194451
"750,000 to 1,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Season,7.347970856
"750,000 to 1,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Season,57.8698716
"750,000 to 1,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Sep-Nov,6.826260282
"750,000 to 1,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Sep-Nov,52.48731296
"1,000,000 to 1,500,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Dec-Feb,6.95421075
"1,000,000 to 1,500,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Dec-Feb,56.12171975
"1,000,000 to 1,500,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Jul-Aug,7.180320238
"1,000,000 to 1,500,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Jul-Aug,54.85961467
"1,000,000 to 1,500,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Mar-Jun,7.473661105
"1,000,000 to 1,500,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Mar-Jun,61.4211482
"1,000,000 to 1,500,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Season,6.949704419
"1,000,000 to 1,500,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Season,54.73327403
"1,000,000 to 1,500,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Sep-Nov,6.585832718
"1,000,000 to 1,500,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Sep-Nov,50.63939406
"1,500,000 to 2,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Dec-Feb,6.969727989
"1,500,000 to 2,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Dec-Feb,56.24614609
"1,500,000 to 2,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Jul-Aug,7.198886835
"1,500,000 to 2,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Jul-Aug,55.0012476
"1,500,000 to 2,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Mar-Jun,7.482775103
"1,500,000 to 2,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Mar-Jun,61.49571644
"1,500,000 to 2,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Season,6.968563156
"1,500,000 to 2,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Season,54.88179839
"1,500,000 to 2,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Sep-Nov,6.612178292
"1,500,000 to 2,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Sep-Nov,50.84130641
"2,000,000 to 2,500,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Dec-Feb,7.018555968
"2,000,000 to 2,500,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Dec-Feb,56.63929786
"2,000,000 to 2,500,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Jul-Aug,7.239691224
"2,000,000 to 2,500,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Jul-Aug,55.31307999
"2,000,000 to 2,500,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Mar-Jun,7.518055606
"2,000,000 to 2,500,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Mar-Jun,61.78492241
"2,000,000 to 2,500,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Season,7.013590455
"2,000,000 to 2,500,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Season,55.23641656
"2,000,000 to 2,500,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Sep-Nov,6.662515192
"2,000,000 to 2,500,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Sep-Nov,51.2283098
"2,500,000 to 3,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Dec-Feb,7.05679587
"2,500,000 to 3,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Dec-Feb,56.94560658
"2,500,000 to 3,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Jul-Aug,7.274112322
"2,500,000 to 3,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Jul-Aug,55.57568337
"2,500,000 to 3,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Mar-Jun,7.556810711
"2,500,000 to 3,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Mar-Jun,62.10361078
"2,500,000 to 3,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Season,7.050736977
"2,500,000 to 3,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Season,55.52896868
"2,500,000 to 3,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Sep-Nov,6.696757951
"2,500,000 to 3,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Sep-Nov,51.4916198
"3,000,000 to 4,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Dec-Feb,7.086975013
"3,000,000 to 4,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Dec-Feb,57.19051678
"3,000,000 to 4,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Jul-Aug,7.309264626
"3,000,000 to 4,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Jul-Aug,55.8444362
"3,000,000 to 4,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Mar-Jun,7.58408031
"3,000,000 to 4,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Mar-Jun,62.32774305
"3,000,000 to 4,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Season,7.083152653
"3,000,000 to 4,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Season,55.78426243
"3,000,000 to 4,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Sep-Nov,6.734552447
"3,000,000 to 4,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Sep-Nov,51.78218451
"4,000,000 to 5,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Dec-Feb,7.124336388
"4,000,000 to 5,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Dec-Feb,57.4901719
"4,000,000 to 5,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Jul-Aug,7.343065208
"4,000,000 to 5,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Jul-Aug,56.10240268
"4,000,000 to 5,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Mar-Jun,7.624900922
"4,000,000 to 5,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Mar-Jun,62.66467161
"4,000,000 to 5,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Season,7.117369977
"4,000,000 to 5,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Season,56.05374528
"4,000,000 to 5,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Sep-Nov,6.761754047
"4,000,000 to 5,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Sep-Nov,51.99133189
"5,000,000 to 10,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Dec-Feb,7.150673844
"5,000,000 to 10,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Dec-Feb,57.70381373
"5,000,000 to 10,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Jul-Aug,7.376564592
"5,000,000 to 10,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Jul-Aug,56.35827563
"5,000,000 to 10,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Mar-Jun,7.660427863
"5,000,000 to 10,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Mar-Jun,62.95583798
"5,000,000 to 10,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Season,7.148520017
"5,000,000 to 10,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Season,56.29907135
"5,000,000 to 10,000,000",Western VIC,High,Highly seasonal,Full-year estimate,$/kgMS,Sep-Nov,6.792964817
"5,000,000 to 10,000,000",Western VIC,High,Highly seasonal,Full-year estimate,c/litre,Sep-Nov,52.23157223
"500,000 to 750,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Dec-Feb,7.181274012
"500,000 to 750,000",Western VIC,High,Average,Full-year estimate,c/litre,Dec-Feb,57.95206933
"500,000 to 750,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Jul-Aug,7.412924874
"500,000 to 750,000",Western VIC,High,Average,Full-year estimate,c/litre,Jul-Aug,56.6363853
"500,000 to 750,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Mar-Jun,7.693191559
"500,000 to 750,000",Western VIC,High,Average,Full-year estimate,c/litre,Mar-Jun,63.22577028
"500,000 to 750,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Season,7.180259816
"500,000 to 750,000",Western VIC,High,Average,Full-year estimate,c/litre,Season,56.54904214
"500,000 to 750,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Sep-Nov,6.824111096
"500,000 to 750,000",Western VIC,High,Average,Full-year estimate,c/litre,Sep-Nov,52.47080458
"750,000 to 1,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Dec-Feb,7.229222795
"750,000 to 1,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Dec-Feb,58.33745266
"750,000 to 1,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Jul-Aug,7.461221346
"750,000 to 1,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Jul-Aug,57.00494676
"750,000 to 1,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Mar-Jun,7.738907506
"750,000 to 1,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Mar-Jun,63.60168296
"750,000 to 1,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Season,7.2268102
"750,000 to 1,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Season,56.97588399
"750,000 to 1,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Sep-Nov,6.868364248
"750,000 to 1,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Sep-Nov,52.81151612
"1,000,000 to 1,500,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Dec-Feb,6.960454716
"1,000,000 to 1,500,000",Western VIC,High,Average,Full-year estimate,c/litre,Dec-Feb,56.17412382
"1,000,000 to 1,500,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Jul-Aug,7.198875557
"1,000,000 to 1,500,000",Western VIC,High,Average,Full-year estimate,c/litre,Jul-Aug,55.00197052
"1,000,000 to 1,500,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Mar-Jun,7.49806429
"1,000,000 to 1,500,000",Western VIC,High,Average,Full-year estimate,c/litre,Mar-Jun,61.62156064
"1,000,000 to 1,500,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Season,7.010782069
"1,000,000 to 1,500,000",Western VIC,High,Average,Full-year estimate,c/litre,Season,55.2727268
"1,000,000 to 1,500,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Sep-Nov,6.571438099
"1,000,000 to 1,500,000",Western VIC,High,Average,Full-year estimate,c/litre,Sep-Nov,50.52799715
"1,500,000 to 2,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Dec-Feb,6.976205213
"1,500,000 to 2,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Dec-Feb,56.30039537
"1,500,000 to 2,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Jul-Aug,7.222301596
"1,500,000 to 2,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Jul-Aug,55.18092081
"1,500,000 to 2,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Mar-Jun,7.509325408
"1,500,000 to 2,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Mar-Jun,61.71409223
"1,500,000 to 2,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Season,7.030616261
"1,500,000 to 2,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Season,55.42909879
"1,500,000 to 2,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Sep-Nov,6.598301522
"1,500,000 to 2,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Sep-Nov,50.73458041
"2,000,000 to 2,500,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Dec-Feb,7.025208135
"2,000,000 to 2,500,000",Western VIC,High,Average,Full-year estimate,c/litre,Dec-Feb,56.69493104
"2,000,000 to 2,500,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Jul-Aug,7.265258281
"2,000,000 to 2,500,000",Western VIC,High,Average,Full-year estimate,c/litre,Jul-Aug,55.50882862
"2,000,000 to 2,500,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Mar-Jun,7.553076833
"2,000,000 to 2,500,000",Western VIC,High,Average,Full-year estimate,c/litre,Mar-Jun,62.07259089
"2,000,000 to 2,500,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Season,7.078109437
"2,000,000 to 2,500,000",Western VIC,High,Average,Full-year estimate,c/litre,Season,55.80353309
"2,000,000 to 2,500,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Sep-Nov,6.649064651
"2,000,000 to 2,500,000",Western VIC,High,Average,Full-year estimate,c/litre,Sep-Nov,51.12491643
"2,500,000 to 3,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Dec-Feb,7.051346207
"2,500,000 to 3,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Dec-Feb,56.90530432
"2,500,000 to 3,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Jul-Aug,7.302055154
"2,500,000 to 3,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Jul-Aug,55.79013517
"2,500,000 to 3,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Mar-Jun,7.585289684
"2,500,000 to 3,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Mar-Jun,62.33785045
"2,500,000 to 3,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Season,7.112933714
"2,500,000 to 3,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Season,56.07808631
"2,500,000 to 3,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Sep-Nov,6.691895174
"2,500,000 to 3,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Sep-Nov,51.45418476
"3,000,000 to 4,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Dec-Feb,7.083635144
"3,000,000 to 4,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Dec-Feb,57.16678851
"3,000,000 to 4,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Jul-Aug,7.330654332
"3,000,000 to 4,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Jul-Aug,56.00859469
"3,000,000 to 4,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Mar-Jun,7.610800122
"3,000,000 to 4,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Mar-Jun,62.54705764
"3,000,000 to 4,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Season,7.141699271
"3,000,000 to 4,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Season,56.30487282
"3,000,000 to 4,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Sep-Nov,6.720767674
"3,000,000 to 4,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Sep-Nov,51.67623365
"4,000,000 to 5,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Dec-Feb,7.127155573
"4,000,000 to 5,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Dec-Feb,57.51511726
"4,000,000 to 5,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Jul-Aug,7.380344747
"4,000,000 to 5,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Jul-Aug,56.38779636
"4,000,000 to 5,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Mar-Jun,7.656064512
"4,000,000 to 5,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Mar-Jun,62.91917814
"4,000,000 to 5,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Season,7.186276578
"4,000,000 to 5,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Season,56.65631853
"4,000,000 to 5,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Sep-Nov,6.761305734
"4,000,000 to 5,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Sep-Nov,51.98787593
"5,000,000 to 10,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Dec-Feb,7.157588426
"5,000,000 to 10,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Dec-Feb,57.76152277
"5,000,000 to 10,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Jul-Aug,7.40424833
"5,000,000 to 10,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Jul-Aug,56.57075047
"5,000,000 to 10,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Mar-Jun,7.690199261
"5,000,000 to 10,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Mar-Jun,63.19892194
"5,000,000 to 10,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Season,7.21240709
"5,000,000 to 10,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Season,56.86233045
"5,000,000 to 10,000,000",Western VIC,High,Average,Full-year estimate,$/kgMS,Sep-Nov,6.779443198
"5,000,000 to 10,000,000",Western VIC,High,Average,Full-year estimate,c/litre,Sep-Nov,52.12736419
"500,000 to 750,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Dec-Feb,7.188220991
"500,000 to 750,000",Western VIC,High,Batch,Full-year estimate,c/litre,Dec-Feb,58.01003464
"500,000 to 750,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Jul-Aug,7.434242072
"500,000 to 750,000",Western VIC,High,Batch,Full-year estimate,c/litre,Jul-Aug,56.79972703
"500,000 to 750,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Mar-Jun,7.724574348
"500,000 to 750,000",Western VIC,High,Batch,Full-year estimate,c/litre,Mar-Jun,63.48403931
"500,000 to 750,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Season,7.244330679
"500,000 to 750,000",Western VIC,High,Batch,Full-year estimate,c/litre,Season,57.11401475
"500,000 to 750,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Sep-Nov,6.813085437
"500,000 to 750,000",Western VIC,High,Batch,Full-year estimate,c/litre,Sep-Nov,52.38603613
"750,000 to 1,000,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Dec-Feb,7.23621513
"750,000 to 1,000,000",Western VIC,High,Batch,Full-year estimate,c/litre,Dec-Feb,58.39577676
"750,000 to 1,000,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Jul-Aug,7.488428196
"750,000 to 1,000,000",Western VIC,High,Batch,Full-year estimate,c/litre,Jul-Aug,57.21376748
"750,000 to 1,000,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Mar-Jun,7.767097475
"750,000 to 1,000,000",Western VIC,High,Batch,Full-year estimate,c/litre,Mar-Jun,63.83220389
"750,000 to 1,000,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Season,7.291842542
"750,000 to 1,000,000",Western VIC,High,Batch,Full-year estimate,c/litre,Season,57.83869852
"750,000 to 1,000,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Sep-Nov,6.859523574
"750,000 to 1,000,000",Western VIC,High,Batch,Full-year estimate,c/litre,Sep-Nov,52.74306401
"1,000,000 to 1,500,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Dec-Feb,6.970808844
"1,000,000 to 1,500,000",Western VIC,High,Batch,Full-year estimate,c/litre,Dec-Feb,56.26085933
"1,000,000 to 1,500,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Jul-Aug,7.208810928
"1,000,000 to 1,500,000",Western VIC,High,Batch,Full-year estimate,c/litre,Jul-Aug,55.07829496
"1,000,000 to 1,500,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Mar-Jun,7.536528421
"1,000,000 to 1,500,000",Western VIC,High,Batch,Full-year estimate,c/litre,Mar-Jun,61.93896159
"1,000,000 to 1,500,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Season,7.071298646
"1,000,000 to 1,500,000",Western VIC,High,Batch,Full-year estimate,c/litre,Season,56.08935028
"1,000,000 to 1,500,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Sep-Nov,6.569587722
"1,000,000 to 1,500,000",Western VIC,High,Batch,Full-year estimate,c/litre,Sep-Nov,50.51376748
"1,500,000 to 2,000,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Dec-Feb,6.980347797
"1,500,000 to 2,000,000",Western VIC,High,Batch,Full-year estimate,c/litre,Dec-Feb,56.33819041
"1,500,000 to 2,000,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Jul-Aug,7.226747604
"1,500,000 to 2,000,000",Western VIC,High,Batch,Full-year estimate,c/litre,Jul-Aug,55.21509293
"1,500,000 to 2,000,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Mar-Jun,7.553936558
"1,500,000 to 2,000,000",Western VIC,High,Batch,Full-year estimate,c/litre,Mar-Jun,62.08311651
"1,500,000 to 2,000,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Season,7.088717264
"1,500,000 to 2,000,000",Western VIC,High,Batch,Full-year estimate,c/litre,Season,56.22751429
"1,500,000 to 2,000,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Sep-Nov,6.592821539
"1,500,000 to 2,000,000",Western VIC,High,Batch,Full-year estimate,c/litre,Sep-Nov,50.69241212
"2,000,000 to 2,500,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Dec-Feb,7.027282679
"2,000,000 to 2,500,000",Western VIC,High,Batch,Full-year estimate,c/litre,Dec-Feb,56.71577125
"2,000,000 to 2,500,000",Western VIC,High,Batch,Full-year estimate,$/kgMS,Jul-Aug,7.267079553
"2,000,000 to 2,500,000",Western VIC,High,Batch,Full-year estimate,c/litre,Jul-Aug,55.52329911
