Farm size (litres),Region,Solids profile,Seasonality,Price option,Months,% of litres
"2,000,000 to 2,500,000",Gippsland,Average,Highly seasonal,Full-year estimate,Dec,0.11516645
"2,000,000 to 2,500,000",Gippsland,Average,Highly seasonal,Full-year estimate,Feb,0.070033675
"2,000,000 to 2,500,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jan,0.093106733
"2,000,000 to 2,500,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jul,0.034311303
"2,000,000 to 2,500,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jun,0.034318258
"2,000,000 to 2,500,000",Gippsland,Average,Highly seasonal,Full-year estimate,Mar,0.066149323
"2,000,000 to 2,500,000",Gippsland,Average,Highly seasonal,Full-year estimate,May,0.055151496
"2,000,000 to 2,500,000",Gippsland,Average,Highly seasonal,Full-year estimate,Nov,0.137596159
"2,000,000 to 2,500,000",Gippsland,Average,Highly seasonal,Full-year estimate,Oct,0.147456033
"2,000,000 to 2,500,000",Gippsland,Average,Highly seasonal,Full-year estimate,Sep,0.116495745
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Apr,0.059614729
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Aug,0.070600096
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Dec,0.11516645
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Feb,0.070033675
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jan,0.093106733
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jul,0.034311303
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jun,0.034318258
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Mar,0.066149323
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,May,0.055151496
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Nov,0.137596159
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Oct,0.147456033
"2,500,000 to 3,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Sep,0.116495745
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Apr,0.059614729
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Aug,0.070600096
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Dec,0.11516645
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Feb,0.070033675
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jan,0.093106733
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jul,0.034311303
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jun,0.034318258
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Mar,0.066149323
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,May,0.055151496
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Nov,0.137596159
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Oct,0.147456033
"3,000,000 to 4,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Sep,0.116495745
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Apr,0.059614729
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Aug,0.070600096
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Dec,0.11516645
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Feb,0.070033675
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jan,0.093106733
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jul,0.034311303
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jun,0.034318258
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Mar,0.066149323
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,May,0.055151496
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Nov,0.137596159
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Oct,0.147456033
"4,000,000 to 5,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Sep,0.116495745
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Apr,0.059614729
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Aug,0.070600096
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Dec,0.11516645
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Feb,0.070033675
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jan,0.093106733
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jul,0.034311303
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Jun,0.034318258
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Mar,0.066149323
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,May,0.055151496
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Nov,0.137596159
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Oct,0.147456033
"5,000,000 to 10,000,000",Gippsland,Average,Highly seasonal,Full-year estimate,Sep,0.116495745
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,Apr,0.066238587
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,Aug,0.078444551
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,Dec,0.104696773
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,Feb,0.070033675
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,Jan,0.088673079
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,Jul,0.057185504
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,Jun,0.056764134
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,Mar,0.069630867
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,May,0.064884113
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,Nov,0.114663466
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,Oct,0.122880027
"500,000 to 750,000",Gippsland,Average,Average,Full-year estimate,Sep,0.105905223
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,Apr,0.066238587
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,Aug,0.078444551
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,Dec,0.104696773
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,Feb,0.070033675
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,Jan,0.088673079
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,Jul,0.057185504
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,Jun,0.056764134
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,Mar,0.069630867
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,May,0.064884113
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,Nov,0.114663466
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,Oct,0.122880027
"750,000 to 1,000,000",Gippsland,Average,Average,Full-year estimate,Sep,0.105905223
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,Apr,0.066238587
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,Aug,0.078444551
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,Dec,0.104696773
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,Feb,0.070033675
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,Jan,0.088673079
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,Jul,0.057185504
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,Jun,0.056764134
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,Mar,0.069630867
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,May,0.064884113
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,Nov,0.114663466
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,Oct,0.122880027
"1,000,000 to 1,500,000",Gippsland,Average,Average,Full-year estimate,Sep,0.105905223
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,Apr,0.066238587
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,Aug,0.078444551
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,Dec,0.104696773
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,Feb,0.070033675
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,Jan,0.088673079
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,Jul,0.057185504
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,Jun,0.056764134
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,Mar,0.069630867
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,May,0.064884113
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,Nov,0.114663466
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,Oct,0.122880027
"1,500,000 to 2,000,000",Gippsland,Average,Average,Full-year estimate,Sep,0.105905223
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,Apr,0.066238587
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,Aug,0.078444551
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,Dec,0.104696773
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,Feb,0.070033675
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,Jan,0.088673079
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,Jul,0.057185504
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,Jun,0.056764134
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,Mar,0.069630867
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,May,0.064884113
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,Nov,0.114663466
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,Oct,0.122880027
"2,000,000 to 2,500,000",Gippsland,Average,Average,Full-year estimate,Sep,0.105905223
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,Apr,0.066238587
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,Aug,0.078444551
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,Dec,0.104696773
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,Feb,0.070033675
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,Jan,0.088673079
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,Jul,0.057185504
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,Jun,0.056764134
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,Mar,0.069630867
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,May,0.064884113
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,Nov,0.114663466
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,Oct,0.122880027
"2,500,000 to 3,000,000",Gippsland,Average,Average,Full-year estimate,Sep,0.105905223
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,Apr,0.066238587
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,Aug,0.078444551
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,Dec,0.104696773
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,Feb,0.070033675
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,Jan,0.088673079
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,Jul,0.057185504
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,Jun,0.056764134
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,Mar,0.069630867
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,May,0.064884113
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,Nov,0.114663466
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,Oct,0.122880027
"3,000,000 to 4,000,000",Gippsland,Average,Average,Full-year estimate,Sep,0.105905223
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,Apr,0.066238587
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,Aug,0.078444551
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,Dec,0.104696773
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,Feb,0.070033675
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,Jan,0.088673079
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,Jul,0.057185504
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,Jun,0.056764134
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,Mar,0.069630867
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,May,0.064884113
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,Nov,0.114663466
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,Oct,0.122880027
"4,000,000 to 5,000,000",Gippsland,Average,Average,Full-year estimate,Sep,0.105905223
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,Apr,0.066238587
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,Aug,0.078444551
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,Dec,0.104696773
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,Feb,0.070033675
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,Jan,0.088673079
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,Jul,0.057185504
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,Jun,0.056764134
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,Mar,0.069630867
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,May,0.064884113
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,Nov,0.114663466
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,Oct,0.122880027
"5,000,000 to 10,000,000",Gippsland,Average,Average,Full-year estimate,Sep,0.105905223
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,Apr,0.086110163
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,Aug,0.072168987
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,Dec,0.094227096
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,Feb,0.08404041
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,Jan,0.084239425
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,Jul,0.057185504
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,Jun,0.058785283
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,Mar,0.090520127
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,May,0.077860936
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,Nov,0.10090385
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,Oct,0.100761622
"500,000 to 750,000",Gippsland,Average,Batch,Full-year estimate,Sep,0.093196596
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,Apr,0.086110163
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,Aug,0.072168987
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,Dec,0.094227096
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,Feb,0.08404041
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,Jan,0.084239425
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,Jul,0.057185504
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,Jun,0.058785283
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,Mar,0.090520127
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,May,0.077860936
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,Nov,0.10090385
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,Oct,0.100761622
"750,000 to 1,000,000",Gippsland,Average,Batch,Full-year estimate,Sep,0.093196596
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,Apr,0.086110163
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,Aug,0.072168987
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,Dec,0.094227096
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,Feb,0.08404041
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,Jan,0.084239425
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,Jul,0.057185504
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,Jun,0.058785283
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,Mar,0.090520127
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,May,0.077860936
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,Nov,0.10090385
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,Oct,0.100761622
"1,000,000 to 1,500,000",Gippsland,Average,Batch,Full-year estimate,Sep,0.093196596
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,Apr,0.086110163
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,Aug,0.072168987
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,Dec,0.094227096
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,Feb,0.08404041
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,Jan,0.084239425
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,Jul,0.057185504
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,Jun,0.058785283
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,Mar,0.090520127
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,May,0.077860936
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,Nov,0.10090385
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,Oct,0.100761622
"1,500,000 to 2,000,000",Gippsland,Average,Batch,Full-year estimate,Sep,0.093196596
"2,000,000 to 2,500,000",Gippsland,Average,Batch,Full-year estimate,Apr,0.086110163
"2,000,000 to 2,500,000",Gippsland,Average,Batch,Full-year estimate,Aug,0.072168987
"2,000,000 to 2,500,000",Gippsland,Average,Batch,Full-year estimate,Dec,0.094227096
"2,000,000 to 2,500,000",Gippsland,Average,Batch,Full-year estimate,Feb,0.08404041
"2,000,000 to 2,500,000",Gippsland,Average,Batch,Full-year estimate,Jan,0.084239425
"2,000,000 to 2,500,000",Gippsland,Average,Batch,Full-year estimate,Jul,0.057185504
"2,000,000 to 2,500,000",Gippsland,Average,Batch,Full-year estimate,Jun,0.058785283
"2,000,000 to 2,500,000",Gippsland,Average,Batch,Full-year estimate,Mar,0.090520127
